age,job,marital,education,default,balance,housing,loan
32,management,married,tertiary,no,440,yes,yes
31,admin.,single,secondary,no,150,yes,no
56,services,married,secondary,no,705,no,no
26,admin.,single,tertiary,no,-164,yes,no
25,blue-collar,single,primary,no,292,no,no
38,technician,married,secondary,no,114,no,no
49,management,married,secondary,no,126,yes,no
29,admin.,single,secondary,no,900,yes,no
31,blue-collar,single,primary,no,864,yes,no
51,technician,married,primary,no,1330,yes,no
38,housemaid,married,primary,no,0,no,no
39,unemployed,married,secondary,no,1654,no,no
41,blue-collar,married,secondary,no,790,yes,no
51,management,single,tertiary,no,4305,yes,no
44,blue-collar,married,primary,no,77,yes,no
58,management,married,secondary,no,2739,no,no
38,technician,single,tertiary,no,369,no,yes
25,technician,married,secondary,no,86,no,no
30,unemployed,married,secondary,no,476,no,no
34,admin.,married,secondary,no,3185,yes,no
32,management,single,secondary,no,453,yes,no
41,entrepreneur,married,tertiary,no,70,no,yes
52,management,divorced,tertiary,no,92,no,no
36,management,single,tertiary,no,181,no,no
27,management,single,tertiary,no,205,no,no
41,blue-collar,married,secondary,no,-194,no,yes
27,management,single,tertiary,no,831,yes,no
54,management,married,tertiary,no,122,yes,no
58,retired,married,secondary,no,983,yes,yes
53,admin.,married,secondary,no,10541,yes,no
46,blue-collar,married,primary,no,1,no,no
49,blue-collar,married,primary,no,1387,yes,no
30,admin.,married,tertiary,no,591,yes,no
34,technician,single,secondary,no,124,no,no
21,admin.,single,secondary,no,336,yes,no
59,unemployed,divorced,secondary,no,2026,no,no
57,retired,married,secondary,no,12917,yes,no
30,blue-collar,single,secondary,no,327,yes,no
50,admin.,single,secondary,no,2040,no,yes
30,management,single,secondary,no,46,no,no
47,admin.,married,secondary,no,726,yes,no
31,management,married,tertiary,no,197,yes,no
33,blue-collar,married,unknown,no,-465,no,no
43,technician,married,secondary,no,282,yes,no
45,technician,married,unknown,no,886,no,no
38,management,married,tertiary,no,2548,yes,no
54,retired,divorced,primary,no,308,yes,no
30,blue-collar,married,primary,no,1101,yes,no
31,services,married,secondary,no,0,yes,yes
54,management,married,tertiary,no,69,yes,no
46,technician,married,secondary,no,363,no,yes
50,services,married,tertiary,no,218,yes,yes
48,blue-collar,married,primary,no,8,yes,no
55,management,married,tertiary,no,16786,no,no
24,admin.,married,secondary,no,836,yes,no
43,technician,married,primary,no,201,yes,no
52,self-employed,divorced,tertiary,no,1357,no,no
28,technician,single,secondary,no,525,yes,yes
21,student,single,secondary,no,123,no,no
40,technician,married,tertiary,no,1063,yes,yes
52,technician,single,secondary,no,-181,yes,no
39,admin.,single,secondary,no,720,yes,no
30,technician,married,secondary,no,1099,yes,no
52,management,divorced,secondary,no,230,no,no
32,management,married,tertiary,no,678,no,no
23,technician,single,secondary,no,4659,no,no
37,unemployed,single,secondary,no,756,no,no
33,self-employed,married,tertiary,no,-103,yes,no
30,self-employed,single,tertiary,no,916,no,no
48,blue-collar,married,unknown,no,439,no,no
48,management,married,tertiary,no,1808,yes,no
28,unemployed,single,tertiary,no,0,no,no
59,retired,married,secondary,no,524,no,no
25,self-employed,married,tertiary,no,3,yes,no
36,blue-collar,single,secondary,no,1012,yes,yes
46,entrepreneur,married,tertiary,no,5837,yes,yes
34,management,married,tertiary,no,333,yes,yes
31,admin.,single,secondary,no,430,no,no
44,management,married,tertiary,no,332,yes,no
31,technician,single,secondary,no,137,yes,no
56,admin.,married,tertiary,no,59,no,yes
48,services,married,secondary,no,3726,no,no
38,management,married,tertiary,no,1021,no,no
43,management,married,tertiary,yes,310,no,no
31,blue-collar,married,secondary,no,-112,yes,no
32,admin.,single,secondary,no,613,yes,no
44,admin.,divorced,secondary,no,0,yes,no
68,technician,divorced,secondary,no,9064,no,no
38,management,single,tertiary,no,1819,no,no
40,blue-collar,married,primary,no,98,yes,no
50,technician,divorced,tertiary,no,173,no,no
31,management,single,secondary,no,99,yes,no
47,housemaid,single,primary,no,1059,no,no
59,retired,divorced,secondary,no,23,no,yes
29,services,single,unknown,no,-70,no,yes
26,admin.,single,secondary,no,81,yes,yes
32,management,single,tertiary,no,935,no,yes
54,entrepreneur,married,primary,no,52,no,no
35,technician,married,secondary,no,783,yes,no
51,services,married,secondary,no,540,yes,no
42,blue-collar,married,primary,no,325,yes,yes
58,blue-collar,married,primary,no,1965,no,no
30,blue-collar,single,secondary,no,327,no,no
35,self-employed,single,tertiary,no,538,no,no
43,blue-collar,married,primary,no,1211,yes,no
43,blue-collar,married,secondary,no,-312,yes,no
57,retired,married,secondary,no,0,yes,no
50,blue-collar,married,primary,no,235,yes,no
35,blue-collar,married,primary,no,422,yes,no
51,management,married,tertiary,no,15904,no,no
28,services,single,secondary,no,1820,no,yes
39,management,single,tertiary,no,1515,yes,no
33,technician,married,tertiary,no,525,yes,no
56,housemaid,single,secondary,no,139,yes,no
33,unemployed,married,tertiary,no,302,no,no
40,blue-collar,married,primary,no,328,no,no
42,blue-collar,single,primary,no,1628,yes,no
53,blue-collar,married,secondary,no,1023,no,no
40,management,divorced,secondary,no,108,yes,no
32,blue-collar,married,tertiary,no,118,yes,no
48,management,divorced,tertiary,no,266,yes,no
37,management,single,secondary,no,792,yes,no
44,unemployed,married,secondary,no,1543,no,no
33,services,single,secondary,no,-27,no,no
45,unemployed,married,tertiary,no,579,no,no
55,blue-collar,married,primary,no,828,yes,no
44,blue-collar,married,primary,no,-82,yes,no
22,student,single,tertiary,yes,-1329,yes,yes
54,retired,married,primary,no,208,no,yes
40,admin.,married,secondary,no,153,yes,no
32,technician,single,secondary,no,801,yes,yes
32,management,single,tertiary,no,566,no,no
74,retired,married,secondary,no,935,no,no
29,technician,single,secondary,no,382,yes,no
59,admin.,divorced,secondary,no,3304,yes,yes
29,services,single,secondary,no,229,yes,no
49,management,divorced,tertiary,no,4961,yes,no
33,admin.,divorced,secondary,no,1762,no,no
59,blue-collar,married,secondary,no,202,no,no
33,technician,single,tertiary,no,3255,yes,no
34,technician,married,tertiary,no,0,yes,yes
40,technician,married,secondary,no,2228,no,no
54,unemployed,married,secondary,no,3250,no,no
39,management,married,tertiary,no,2939,no,no
59,services,married,primary,no,64,yes,no
39,blue-collar,single,unknown,no,29,yes,no
45,management,married,tertiary,no,2022,no,no
33,technician,married,secondary,no,575,yes,yes
58,retired,married,tertiary,no,0,no,no
52,blue-collar,married,secondary,no,7180,no,no
55,entrepreneur,married,tertiary,no,82,no,no
51,admin.,married,secondary,no,788,yes,no
29,unemployed,married,secondary,no,0,yes,yes
48,unemployed,married,secondary,no,0,no,no
39,services,married,secondary,no,54,no,no
42,housemaid,married,primary,no,1523,no,no
38,services,single,secondary,no,4317,yes,no
27,blue-collar,single,secondary,no,28,no,yes
44,blue-collar,married,secondary,no,1071,no,no
35,blue-collar,divorced,secondary,no,286,yes,no
34,blue-collar,married,secondary,no,1235,yes,no
45,self-employed,divorced,secondary,no,976,yes,no
22,student,single,secondary,no,252,yes,no
36,management,divorced,tertiary,no,1343,no,no
47,blue-collar,married,unknown,no,1506,yes,no
38,technician,married,secondary,no,1828,no,no
50,management,married,tertiary,no,-470,yes,no
37,blue-collar,married,secondary,no,954,yes,no
43,blue-collar,married,primary,no,1518,yes,no
45,management,divorced,tertiary,no,854,no,no
50,admin.,married,secondary,no,167,yes,yes
46,management,divorced,tertiary,no,24598,yes,no
58,retired,married,primary,no,2074,no,no
43,management,single,tertiary,no,-2,no,no
30,admin.,married,secondary,no,-1049,yes,yes
47,blue-collar,married,secondary,no,265,yes,yes
29,technician,single,tertiary,no,313,yes,no
30,blue-collar,married,secondary,no,450,yes,no
36,blue-collar,married,secondary,no,-308,yes,no
31,management,married,tertiary,no,83,no,no
36,blue-collar,married,secondary,no,218,yes,no
38,blue-collar,married,secondary,no,171,yes,no
34,technician,divorced,secondary,no,1107,no,no
36,unemployed,married,primary,no,771,no,no
36,technician,married,secondary,no,480,yes,no
37,services,married,secondary,no,616,no,no
36,services,married,tertiary,no,2167,yes,yes
30,management,married,tertiary,no,0,no,no
43,self-employed,divorced,secondary,no,1876,yes,no
27,student,single,secondary,no,2245,no,no
26,technician,single,primary,no,1256,no,no
50,blue-collar,married,primary,no,0,no,yes
52,management,divorced,tertiary,no,0,no,no
50,management,married,tertiary,no,290,no,no
25,services,single,secondary,no,281,yes,no
36,technician,married,secondary,no,-78,yes,no
54,admin.,married,secondary,no,0,no,no
44,management,married,tertiary,no,0,yes,no
58,management,divorced,tertiary,no,26254,yes,no
49,blue-collar,married,primary,no,371,no,no
55,management,married,tertiary,no,161,no,no
24,self-employed,single,secondary,no,1179,yes,yes
37,management,divorced,tertiary,no,122,no,no
45,blue-collar,single,primary,no,92,yes,no
31,technician,single,tertiary,no,645,yes,no
37,blue-collar,single,primary,no,0,no,no
34,management,married,tertiary,no,1116,no,no
59,self-employed,married,tertiary,no,10360,no,no
39,entrepreneur,married,tertiary,no,3,no,yes
60,retired,married,secondary,no,-240,yes,yes
37,technician,married,secondary,no,41,no,no
33,blue-collar,married,secondary,no,137,no,yes
32,technician,married,secondary,no,3095,no,no
37,housemaid,married,primary,no,655,no,no
30,blue-collar,single,unknown,no,0,no,no
38,blue-collar,married,primary,no,635,yes,no
57,management,married,tertiary,no,10583,no,no
34,self-employed,married,primary,no,252,yes,no
40,blue-collar,married,secondary,no,-839,yes,yes
32,management,single,tertiary,no,1781,no,no
34,technician,single,tertiary,no,2733,no,no
45,technician,single,tertiary,no,2033,no,no
36,services,married,secondary,no,0,yes,no
54,management,divorced,tertiary,no,29887,yes,no
53,self-employed,married,tertiary,no,3711,no,no
24,admin.,married,secondary,no,0,yes,yes
39,technician,married,tertiary,no,0,yes,no
42,services,married,secondary,no,3236,no,no
30,blue-collar,married,secondary,no,10395,yes,no
24,blue-collar,single,secondary,no,578,yes,no
53,management,married,tertiary,no,9072,no,no
34,admin.,married,secondary,yes,2,yes,yes
32,blue-collar,married,secondary,no,180,yes,no
52,admin.,married,secondary,no,225,yes,no
58,retired,divorced,tertiary,no,2086,no,no
46,management,married,tertiary,no,5108,no,no
53,blue-collar,married,primary,no,0,no,yes
42,technician,married,tertiary,no,757,no,no
55,admin.,married,secondary,no,541,yes,no
30,technician,single,secondary,no,3096,yes,no
42,blue-collar,married,primary,no,686,yes,no
42,blue-collar,single,primary,no,177,yes,no
35,technician,married,secondary,no,712,yes,yes
49,services,married,secondary,no,112,yes,no
28,entrepreneur,married,secondary,no,431,yes,no
51,management,married,tertiary,no,346,no,no
42,blue-collar,married,primary,no,1156,yes,no
46,services,married,secondary,no,1400,yes,no
56,technician,married,secondary,no,1199,yes,no
49,entrepreneur,divorced,secondary,no,5802,no,no
47,management,married,tertiary,no,19,yes,no
35,blue-collar,married,primary,no,113,yes,no
51,management,single,tertiary,no,6510,yes,no
27,management,single,secondary,no,843,no,no
62,admin.,married,primary,no,1473,no,no
41,technician,single,secondary,no,2242,yes,no
37,blue-collar,single,primary,no,1388,yes,no
30,management,single,tertiary,no,147,no,no
58,unemployed,married,secondary,no,18,no,no
54,entrepreneur,divorced,tertiary,no,1730,no,no
37,services,single,secondary,no,54,yes,no
55,unemployed,married,tertiary,no,6590,no,no
73,management,married,tertiary,no,132,no,no
30,admin.,single,secondary,no,285,yes,no
41,management,married,tertiary,no,185,no,no
53,admin.,married,tertiary,no,46,yes,no
36,entrepreneur,married,secondary,no,419,yes,yes
30,admin.,single,tertiary,no,5,no,yes
36,technician,single,secondary,no,4136,no,no
29,services,single,secondary,no,84,yes,no
34,services,married,secondary,no,27,no,no
59,retired,married,primary,no,4007,no,no
55,technician,divorced,secondary,no,21,yes,no
31,entrepreneur,married,tertiary,no,281,yes,no
33,housemaid,married,primary,no,451,yes,no
28,blue-collar,married,secondary,no,1020,yes,no
50,management,married,tertiary,no,619,no,no
37,management,single,tertiary,no,171,yes,no
31,blue-collar,single,tertiary,no,60,yes,yes
28,self-employed,single,tertiary,no,805,yes,no
68,housemaid,divorced,primary,no,1311,no,no
41,services,married,secondary,no,1836,no,no
33,management,single,tertiary,no,0,yes,no
33,blue-collar,married,primary,no,256,yes,no
37,management,married,tertiary,no,413,no,no
57,retired,divorced,primary,no,606,no,no
21,student,single,secondary,no,557,no,no
49,admin.,married,secondary,no,1120,yes,no
23,technician,single,secondary,no,1587,yes,no
32,technician,single,secondary,no,674,no,no
68,housemaid,married,primary,no,1230,no,no
50,services,married,secondary,no,1572,yes,no
36,blue-collar,married,primary,no,347,yes,no
45,self-employed,divorced,tertiary,no,8717,yes,no
30,admin.,single,secondary,no,983,yes,no
49,housemaid,married,secondary,no,500,no,no
42,admin.,married,tertiary,no,1536,no,no
35,admin.,single,tertiary,no,170,no,no
60,management,married,secondary,no,0,no,no
42,unemployed,married,secondary,no,1990,yes,yes
39,services,married,tertiary,no,10189,no,no
59,housemaid,married,primary,no,509,no,no
47,self-employed,married,primary,no,49,yes,no
25,blue-collar,single,secondary,no,815,no,no
44,blue-collar,single,secondary,no,0,no,no
49,technician,divorced,secondary,no,57,yes,no
35,management,single,tertiary,no,205,no,no
57,self-employed,married,tertiary,no,6519,yes,no
31,housemaid,married,secondary,no,533,yes,no
75,blue-collar,married,primary,no,4415,no,no
50,management,single,tertiary,no,567,yes,yes
32,management,married,tertiary,no,913,yes,no
33,management,single,tertiary,no,3161,no,no
50,blue-collar,married,primary,no,2590,yes,no
32,management,married,tertiary,no,71,yes,no
45,management,married,tertiary,no,37378,yes,no
46,admin.,married,secondary,no,250,no,no
42,management,single,tertiary,no,145,yes,yes
59,retired,married,secondary,no,1521,no,no
31,technician,single,secondary,no,36,yes,no
36,technician,single,secondary,no,9149,yes,no
39,admin.,single,secondary,no,2263,yes,no
50,services,divorced,primary,no,778,no,yes
38,admin.,single,secondary,no,144,yes,no
35,management,married,tertiary,no,416,no,no
45,management,single,tertiary,no,1395,yes,no
37,entrepreneur,married,tertiary,no,4798,yes,no
55,housemaid,married,primary,no,1233,no,no
32,technician,single,tertiary,no,4665,yes,no
32,blue-collar,single,secondary,no,106,yes,no
46,services,divorced,secondary,no,864,yes,no
44,retired,single,primary,no,4232,no,no
43,blue-collar,married,primary,no,1579,yes,no
33,management,single,tertiary,no,627,no,no
45,blue-collar,married,secondary,no,146,yes,yes
36,entrepreneur,single,secondary,no,527,yes,no
25,management,single,secondary,no,2613,no,no
49,management,divorced,tertiary,no,1253,yes,yes
39,management,married,tertiary,no,119,no,no
54,housemaid,married,primary,no,127,no,no
32,blue-collar,married,secondary,no,2561,yes,no
35,blue-collar,single,primary,no,21,yes,no
31,admin.,single,secondary,no,358,yes,no
30,blue-collar,married,primary,no,135,yes,no
38,blue-collar,single,primary,no,0,no,no
30,management,married,tertiary,no,196,yes,no
34,services,married,secondary,no,210,yes,no
21,management,single,tertiary,no,993,no,no
59,retired,married,primary,no,1930,no,no
54,management,married,tertiary,no,0,no,no
35,technician,single,secondary,no,915,yes,no
55,retired,married,secondary,no,4194,no,yes
36,technician,single,unknown,no,0,yes,no
56,unemployed,married,tertiary,no,0,no,no
38,blue-collar,married,unknown,no,5,yes,no
55,self-employed,married,secondary,no,2387,no,no
56,management,married,tertiary,no,94,no,no
45,management,married,tertiary,no,3857,yes,no
40,technician,married,secondary,no,1716,no,no
35,management,married,tertiary,no,1036,yes,no
67,services,married,primary,no,-46,no,no
50,management,married,tertiary,no,830,yes,yes
54,management,divorced,tertiary,no,29887,yes,no
41,management,married,tertiary,no,254,yes,yes
37,technician,married,secondary,no,448,no,no
42,management,married,tertiary,no,-1613,yes,no
30,management,single,secondary,no,161,yes,no
28,technician,single,secondary,no,113,no,no
31,management,single,tertiary,no,391,yes,no
42,technician,married,tertiary,no,1079,no,no
46,management,single,tertiary,no,655,no,yes
36,self-employed,single,secondary,no,271,yes,no
31,management,married,tertiary,no,50,yes,no
39,management,single,tertiary,no,1340,yes,yes
47,admin.,divorced,secondary,no,-407,no,yes
33,blue-collar,single,secondary,no,4464,yes,no
37,blue-collar,married,secondary,no,32,yes,no
36,management,married,tertiary,no,287,yes,no
47,technician,married,secondary,no,52,no,no
45,admin.,married,secondary,no,373,yes,no
38,technician,single,tertiary,no,1369,yes,yes
40,services,married,secondary,no,1938,yes,no
58,services,married,secondary,no,553,no,no
36,admin.,single,secondary,no,11174,yes,no
55,blue-collar,married,unknown,no,728,yes,no
39,services,married,secondary,no,117,yes,no
32,blue-collar,married,secondary,no,489,yes,no
29,technician,married,tertiary,yes,56,yes,yes
39,entrepreneur,married,secondary,no,98,no,no
39,blue-collar,married,primary,no,108,yes,no
49,management,married,tertiary,no,64,no,no
35,admin.,married,secondary,no,421,yes,no
49,services,married,unknown,no,1990,yes,yes
56,admin.,divorced,secondary,no,778,no,no
30,blue-collar,married,secondary,no,61,yes,no
51,management,single,tertiary,no,6510,no,no
58,retired,married,secondary,no,8332,no,no
35,management,married,tertiary,no,2088,no,no
44,blue-collar,divorced,secondary,no,-1,no,no
31,self-employed,married,secondary,no,2153,yes,no
58,retired,married,tertiary,no,-607,no,yes
34,blue-collar,married,primary,no,-144,yes,no
40,entrepreneur,divorced,tertiary,no,1225,no,no
50,services,married,secondary,no,753,no,no
30,technician,single,secondary,no,925,no,no
34,technician,divorced,secondary,no,1301,yes,no
51,management,married,tertiary,no,10635,yes,no
30,admin.,single,tertiary,no,4129,no,no
36,student,single,unknown,no,1342,no,no
53,management,married,tertiary,no,349,no,yes
34,services,single,secondary,no,3648,no,no
24,blue-collar,single,secondary,no,1,yes,no
31,blue-collar,married,secondary,no,225,yes,yes
32,admin.,single,secondary,no,471,no,no
50,admin.,divorced,secondary,no,202,no,no
34,technician,single,tertiary,no,586,yes,no
33,entrepreneur,married,secondary,no,1996,yes,yes
45,admin.,divorced,secondary,no,246,yes,no
54,services,married,secondary,no,-626,yes,yes
62,management,married,tertiary,no,3371,no,no
56,retired,married,secondary,no,334,no,yes
42,management,married,tertiary,no,144,no,no
32,entrepreneur,married,secondary,no,390,yes,no
46,blue-collar,married,primary,no,5393,yes,no
57,retired,married,secondary,no,5313,no,no
32,admin.,married,secondary,no,167,yes,no
78,retired,married,primary,no,158,no,no
37,admin.,single,tertiary,no,3954,yes,no
32,management,single,tertiary,yes,-849,no,yes
24,technician,single,tertiary,no,1954,yes,yes
43,technician,married,secondary,no,310,yes,no
30,management,single,tertiary,no,232,no,no
54,management,married,tertiary,no,69,no,no
30,management,married,tertiary,no,1567,no,no
50,admin.,married,secondary,no,1906,no,yes
43,services,married,secondary,no,216,yes,yes
31,blue-collar,single,secondary,no,-2,yes,no
36,technician,single,tertiary,no,687,yes,no
39,management,single,tertiary,no,406,yes,no
40,admin.,married,secondary,no,-769,no,yes
30,technician,married,secondary,no,2326,no,no
46,housemaid,single,tertiary,no,456,no,no
32,technician,married,unknown,no,712,yes,no
45,self-employed,divorced,secondary,no,396,yes,yes
36,admin.,single,secondary,no,135,yes,yes
25,blue-collar,single,tertiary,no,644,yes,no
28,services,single,secondary,no,6332,yes,no
49,services,married,secondary,no,202,yes,no
31,blue-collar,single,unknown,no,461,yes,no
33,blue-collar,married,primary,no,754,no,no
48,services,married,secondary,no,1355,no,no
29,student,single,secondary,no,154,yes,no
40,management,married,tertiary,no,342,no,no
34,technician,single,tertiary,no,0,no,no
35,admin.,married,secondary,no,898,yes,yes
41,entrepreneur,married,tertiary,no,0,yes,no
39,management,married,secondary,no,2198,no,no
35,technician,married,secondary,no,294,yes,no
36,technician,single,secondary,no,1832,yes,no
38,blue-collar,married,secondary,no,1663,yes,no
20,student,single,secondary,no,29,no,no
49,technician,married,tertiary,no,523,yes,no
44,blue-collar,divorced,secondary,no,3258,no,no
46,blue-collar,married,secondary,no,494,yes,no
52,technician,married,unknown,no,0,no,no
36,admin.,married,secondary,no,-323,no,yes
28,student,single,tertiary,no,844,no,no
29,student,single,secondary,no,200,yes,no
57,technician,married,secondary,no,1469,yes,no
26,technician,single,secondary,no,544,no,no
27,blue-collar,married,primary,no,60,no,no
60,management,single,tertiary,no,68,yes,no
31,management,married,tertiary,no,13,no,no
52,management,married,tertiary,no,1147,yes,no
27,services,married,secondary,no,202,no,no
36,technician,single,secondary,no,651,yes,no
28,student,single,primary,no,332,no,no
35,management,married,tertiary,no,46,yes,no
42,admin.,married,secondary,no,16517,no,yes
43,admin.,married,secondary,no,378,yes,no
33,technician,married,secondary,no,241,yes,no
32,management,married,tertiary,no,272,yes,yes
36,management,married,tertiary,no,200,no,no
39,blue-collar,married,primary,no,3705,yes,no
27,services,single,tertiary,no,3021,yes,no
59,blue-collar,married,secondary,no,169,yes,no
31,blue-collar,single,primary,no,817,yes,no
58,technician,divorced,secondary,no,-123,no,no
53,admin.,married,unknown,no,1202,yes,no
26,blue-collar,single,secondary,no,114,yes,no
67,management,married,tertiary,no,1979,no,no
53,technician,divorced,secondary,no,1301,yes,no
42,management,married,tertiary,no,0,no,no
52,blue-collar,married,primary,no,1141,yes,no
40,blue-collar,married,secondary,no,5880,yes,no
20,student,single,secondary,no,215,no,no
28,blue-collar,married,primary,no,674,no,yes
44,management,married,tertiary,no,870,no,no
50,self-employed,divorced,tertiary,no,1357,yes,no
27,blue-collar,married,secondary,no,821,yes,no
36,blue-collar,married,secondary,no,2095,yes,no
38,blue-collar,married,primary,no,8637,no,no
39,management,married,tertiary,no,0,no,no
41,blue-collar,married,primary,no,372,yes,no
50,management,married,tertiary,no,3463,yes,no
47,admin.,divorced,secondary,no,95,yes,yes
35,admin.,married,secondary,no,2238,no,no
56,technician,married,tertiary,no,1181,no,no
46,blue-collar,married,primary,no,501,no,yes
45,technician,married,secondary,no,1818,yes,yes
44,services,single,secondary,no,862,yes,no
43,services,married,secondary,no,122,no,no
52,blue-collar,married,secondary,no,7225,no,no
28,management,single,tertiary,no,0,yes,no
43,technician,married,secondary,yes,16486,yes,no
38,technician,married,secondary,no,114,yes,yes
42,management,married,secondary,no,3018,no,no
34,services,married,secondary,no,40,yes,no
40,housemaid,married,secondary,no,1783,no,no
43,admin.,married,secondary,no,24,no,no
31,technician,married,tertiary,no,15,no,no
54,technician,married,tertiary,no,446,yes,no
43,management,divorced,tertiary,no,3820,no,no
59,blue-collar,married,primary,no,14,no,yes
63,housemaid,married,primary,no,1528,no,no
35,technician,married,primary,no,-1459,yes,yes
41,management,married,primary,no,-679,yes,no
33,blue-collar,single,tertiary,no,700,yes,no
52,entrepreneur,divorced,secondary,no,113,yes,yes
60,blue-collar,married,secondary,no,576,no,no
36,technician,married,primary,no,1659,yes,no
39,housemaid,single,primary,no,1242,yes,no
24,blue-collar,single,unknown,no,-28,yes,no
43,technician,married,unknown,no,473,yes,no
33,technician,single,unknown,no,2321,no,no
43,blue-collar,divorced,primary,no,177,yes,no
31,management,married,tertiary,no,432,yes,yes
34,technician,single,secondary,no,920,yes,no
50,services,married,secondary,no,107,yes,no
77,retired,married,unknown,no,397,no,no
39,technician,married,secondary,no,2765,no,yes
37,technician,divorced,secondary,no,566,yes,no
60,retired,married,unknown,no,264,no,no
55,retired,married,secondary,no,3948,no,yes
29,management,divorced,tertiary,no,726,yes,no
59,admin.,married,secondary,no,145,yes,no
83,retired,divorced,primary,no,0,no,no
31,technician,single,tertiary,no,3729,yes,no
46,admin.,single,primary,no,192,yes,no
29,services,single,secondary,no,102,no,no
39,management,single,tertiary,no,5073,yes,no
30,blue-collar,married,primary,no,-5,yes,yes
63,technician,divorced,secondary,no,0,no,no
50,entrepreneur,married,secondary,no,78,no,no
48,technician,single,secondary,no,-347,yes,yes
41,management,single,tertiary,no,8368,no,no
59,management,married,tertiary,no,261,yes,yes
42,management,single,tertiary,no,759,no,yes
38,services,single,secondary,no,-196,no,no
80,housemaid,married,primary,no,0,no,no
27,management,single,tertiary,no,-69,yes,yes
45,technician,divorced,secondary,no,72,yes,no
27,services,single,secondary,no,302,yes,yes
25,housemaid,married,secondary,no,22,yes,no
34,services,single,tertiary,no,88,no,no
40,blue-collar,married,secondary,no,746,yes,yes
38,blue-collar,married,secondary,no,924,yes,yes
34,management,married,primary,no,1349,yes,no
28,admin.,married,secondary,no,897,no,no
46,blue-collar,married,primary,no,185,yes,no
39,technician,married,secondary,no,186,no,no
38,admin.,divorced,secondary,no,-212,yes,no
36,management,married,tertiary,no,6,yes,no
39,technician,married,primary,no,6,yes,yes
59,retired,married,secondary,no,2467,no,no
56,services,married,secondary,no,4914,no,no
49,admin.,single,secondary,no,716,no,yes
34,technician,married,secondary,no,1012,yes,no
31,services,married,secondary,no,851,yes,no
34,blue-collar,married,secondary,no,516,yes,no
41,blue-collar,married,unknown,no,2113,yes,no
39,management,married,tertiary,no,500,yes,no
50,management,divorced,tertiary,no,83,yes,no
34,management,single,tertiary,no,-444,no,no
43,services,married,secondary,no,43,yes,no
31,technician,married,secondary,no,171,no,no
46,self-employed,married,secondary,no,548,no,no
54,unknown,married,unknown,no,0,no,no
38,management,married,tertiary,no,76,no,yes
58,retired,single,secondary,no,1640,yes,yes
45,entrepreneur,divorced,secondary,no,5705,no,no
31,technician,single,secondary,no,4,yes,no
36,management,divorced,tertiary,no,0,no,no
48,management,married,tertiary,no,4006,yes,no
40,blue-collar,married,secondary,no,992,no,no
32,technician,single,secondary,no,719,yes,no
51,services,married,secondary,no,276,no,no
39,blue-collar,married,secondary,no,39,yes,no
59,self-employed,single,primary,no,0,no,no
43,management,single,tertiary,no,1627,no,no
35,technician,married,tertiary,no,25,no,no
26,admin.,single,tertiary,no,3730,yes,no
46,blue-collar,married,primary,no,-326,yes,no
35,technician,single,tertiary,no,817,yes,yes
49,blue-collar,married,secondary,no,0,no,no
33,management,single,tertiary,no,48,no,no
28,management,single,tertiary,no,185,yes,no
55,technician,married,secondary,no,361,yes,yes
29,entrepreneur,married,secondary,no,5918,yes,no
44,admin.,married,primary,no,482,yes,no
27,housemaid,married,primary,no,132,no,no
32,management,single,tertiary,no,715,yes,no
37,self-employed,married,secondary,no,215,yes,no
35,admin.,married,tertiary,no,6,no,no
55,technician,married,tertiary,no,647,yes,no
43,admin.,married,secondary,no,2271,no,no
31,blue-collar,single,secondary,no,2089,yes,no
69,retired,married,secondary,no,3588,no,no
37,management,divorced,tertiary,no,168,yes,no
56,blue-collar,married,secondary,no,249,yes,no
31,technician,married,secondary,no,180,yes,yes
27,services,married,secondary,no,1,yes,no
36,management,married,tertiary,no,849,no,no
43,admin.,divorced,tertiary,no,1440,yes,no
29,blue-collar,single,secondary,no,-20,yes,no
47,technician,married,secondary,no,-18,no,no
42,unknown,single,unknown,no,703,no,no
32,management,single,tertiary,no,151,no,no
38,admin.,married,secondary,no,976,yes,no
43,services,married,secondary,no,978,yes,yes
26,technician,single,secondary,no,1231,yes,yes
60,housemaid,married,primary,no,182,no,no
38,management,divorced,tertiary,no,2350,no,no
56,unemployed,divorced,tertiary,no,-458,no,yes
60,blue-collar,married,primary,no,864,no,no
45,services,married,secondary,no,1550,yes,no
42,technician,married,secondary,no,799,no,no
31,admin.,divorced,secondary,no,1656,yes,yes
60,blue-collar,divorced,secondary,no,721,no,no
54,technician,married,secondary,no,465,yes,yes
50,services,married,secondary,no,1545,no,no
43,technician,divorced,secondary,no,0,no,no
53,self-employed,married,tertiary,no,4397,no,no
38,self-employed,married,secondary,no,29125,no,no
30,management,single,tertiary,no,61,no,no
47,unknown,married,unknown,no,28,no,no
56,management,divorced,tertiary,no,382,no,no
53,self-employed,married,primary,no,49,yes,no
57,management,divorced,tertiary,no,3287,no,no
26,services,single,secondary,no,212,yes,no
37,technician,single,secondary,no,18,no,no
40,unemployed,single,secondary,no,1744,yes,no
41,admin.,married,secondary,no,16517,no,no
35,management,divorced,unknown,yes,-1,no,yes
30,services,married,secondary,no,0,yes,no
35,management,single,secondary,no,356,yes,no
51,services,divorced,secondary,no,12,yes,no
26,admin.,single,secondary,no,8,yes,no
33,housemaid,married,primary,no,2293,yes,no
